Internal ID,ZAB Subscription,Line ID
1608209,173218,0
1608420,173218,0
1608730,173218,0
1634029,173218,0
1634240,173218,0
1673610,173218,0
1673613,173218,0
1677041,173218,0
1677042,173218,0
1704854,173218,0
1704854,173218,1
1704854,173218,2
1704854,173218,3
1704854,173218,4
1704854,173218,5
1704854,173218,6
1704854,173218,7
