Internal ID,ZAB Subscription,LineID
2123190,164720,1
2123190,164720,2
2123190,164720,3
2123190,164720,4
2123190,164720,5
2123190,164720,6
2123190,164720,7
2123190,164720,8
2123190,164720,9
2123191,164720,0
2123191,164720,1
2123191,164720,2
2123191,164720,3
2123191,164720,4
2123191,164720,5
2123191,164720,6
2123192,164720,0
2123192,164720,1
2123192,164720,2
2123192,164720,3
2123192,164720,4
2123192,164720,5
2123192,164720,6
2123192,164720,7
2123192,164720,8
2123192,164720,9
2123193,164720,0
2123193,164720,1
2123193,164720,2
2123193,164720,3
2123193,164720,4
2123193,164720,5
2123193,164720,6
2123193,164720,7
2123193,164720,8
2123194,164720,0
2123194,164720,1
2123194,164720,2
2123194,164720,3
2123194,164720,4
2123194,164720,5
2123194,164720,6
2123194,164720,7
2123194,164720,8
2123194,164720,9
2123195,164720,0
2123195,164720,1
2123195,164720,2
2123195,164720,3
2123195,164720,4
2123195,164720,5
2123195,164720,6
2123195,164720,7
2123195,164720,8
2123195,164720,9
2123196,164720,0
2123196,164720,1
2123196,164720,2
2123196,164720,3
2123196,164720,4
2123196,164720,5
2123196,164720,6
2123196,164720,7
2123197,164720,0
2123197,164720,1
2123197,164720,2
2123197,164720,3
2123197,164720,4
2123197,164720,5
2123197,164720,6
2123197,164720,7
2123197,164720,8
2123197,164720,9
2123198,164720,0
2123198,164720,1
2123198,164720,2
2123198,164720,3
2123198,164720,4
2123198,164720,5
2123198,164720,6
2123198,164720,7
2123198,164720,8
2123198,164720,9
2123199,164720,0
2123199,164720,1
2123199,164720,2
2123199,164720,3
2123199,164720,4
2123199,164720,5
2123199,164720,6
2123199,164720,7
2123200,164720,0
2123200,164720,1
2123200,164720,2
2123200,164720,3
2123200,164720,4
2123200,164720,5
2123200,164720,6
2123200,164720,7
2123200,164720,8
2123201,164720,0
2123201,164720,1
2123201,164720,2
2123201,164720,3
2123201,164720,4
2123201,164720,5
2123201,164720,6
2123201,164720,7
2123201,164720,8
2123201,164720,9
2123202,164720,0
2123202,164720,1
2123202,164720,2
2123202,164720,3
2123202,164720,4
2123202,164720,5
2123202,164720,6
2123202,164720,7
2123202,164720,8
2123202,164720,9
2123203,164720,0
2123203,164720,1
2123203,164720,2
2123203,164720,3
2123203,164720,4
2123203,164720,5
2123203,164720,6
2123203,164720,7
2123203,164720,8
2123203,164720,9
2123204,164720,0
2123204,164720,1
2123204,164720,2
2123204,164720,3
2123204,164720,4
2123204,164720,5
2123204,164720,6
2123205,164720,0
2123205,164720,1
2123205,164720,2
2123205,164720,3
2123205,164720,4
2123205,164720,5
2123205,164720,6
2123205,164720,7
2123205,164720,8
2123205,164720,9
2123206,164720,0
2123206,164720,1
2123206,164720,2
2123206,164720,3
2123206,164720,4
2123206,164720,5
2123206,164720,6
2123206,164720,7
2123206,164720,8
2123207,164720,0
2123207,164720,1
2123207,164720,2
2123207,164720,3
2123207,164720,4
2123207,164720,5
2123207,164720,6
2123207,164720,7
2123208,164720,0
2123208,164720,1
2123208,164720,2
2123208,164720,3
2123208,164720,4
2123208,164720,5
2123208,164720,6
2123208,164720,7
2123208,164720,8
2123208,164720,9
2123209,164720,0
2123209,164720,1
2123209,164720,2
2123209,164720,3
2123209,164720,4
2123209,164720,5
2123209,164720,6
2123209,164720,7
2123209,164720,8
2123209,164720,9
2123209,164720,10
2123210,164720,0
2123210,164720,1
2123210,164720,2
2123210,164720,3
2123210,164720,4
2123210,164720,5
2123210,164720,6
2123210,164720,7
2123210,164720,8
2123210,164720,9
2123211,164720,0
2123211,164720,1
2123211,164720,2
2123211,164720,3
2123211,164720,4
2123211,164720,5
2123211,164720,6
2123211,164720,7
2123211,164720,8
2123212,164720,0
2123212,164720,1
2123212,164720,2
2123212,164720,3
2123212,164720,4
2123212,164720,5
2123212,164720,6
2123212,164720,7
2123212,164720,8
2123213,164720,0
2123213,164720,1
2123213,164720,2
2123213,164720,3
2123213,164720,4
2123213,164720,5
2123213,164720,6
2123213,164720,7
2123213,164720,8
2123213,164720,9
2123214,164720,0
2123214,164720,1
2123214,164720,2
2123214,164720,3
2123214,164720,4
2123214,164720,5
2123214,164720,6
2123214,164720,7
2123214,164720,8
2123214,164720,9
2123215,164720,0
2123215,164720,1
2123215,164720,2
2123215,164720,3
2123215,164720,4
2123215,164720,5
2123215,164720,6
2123215,164720,7
2123215,164720,8
2123215,164720,9
2123216,164720,0
2123216,164720,1
2123216,164720,2
2123216,164720,3
2123216,164720,4
2123216,164720,5
2123216,164720,6
2123216,164720,7
2123216,164720,8
2123217,164720,0
2123217,164720,1
2123217,164720,2
2123217,164720,3
2123217,164720,4
2123217,164720,5
2123217,164720,6
2123217,164720,7
2123217,164720,8
2123218,164720,0
2123218,164720,1
2123218,164720,2
2123218,164720,3
2123218,164720,4
2123218,164720,5
2123218,164720,6
2123218,164720,7
2123218,164720,8
2123219,164720,0
2123219,164720,1
2123219,164720,2
2123219,164720,3
2123219,164720,4
2123219,164720,5
2123219,164720,6
2123219,164720,7
2123219,164720,8
2123220,164720,0
2123220,164720,1
2123220,164720,2
2123220,164720,3
2123220,164720,4
2123220,164720,5
2123220,164720,6
2123220,164720,7
2123220,164720,8
2123221,164720,0
2123221,164720,1
2123221,164720,2
2123221,164720,3
2123221,164720,4
2123221,164720,5
2123221,164720,6
2123221,164720,7
2123221,164720,8
2123222,164720,0
2123222,164720,1
2123222,164720,2
2123222,164720,3
2123222,164720,4
2123222,164720,5
2123222,164720,6
2123222,164720,7
2123222,164720,8
2123223,164720,0
2123223,164720,1
2123223,164720,2
2123223,164720,3
2123223,164720,4
2123223,164720,5
2123223,164720,6
2123223,164720,7
2123223,164720,8
2123224,164720,0
2123224,164720,1
2123224,164720,2
2123224,164720,3
2123224,164720,4
2123224,164720,5
2123224,164720,6
2123225,164720,0
2123225,164720,1
2123225,164720,2
2123225,164720,3
2123225,164720,4
2123225,164720,5
2123225,164720,6
2123225,164720,7
2123225,164720,8
2123226,164720,0
2123226,164720,1
2123226,164720,2
2123226,164720,3
2123226,164720,4
2123226,164720,5
2123227,164720,0
2123227,164720,1
2123227,164720,2
2123227,164720,3
2123227,164720,4
2123227,164720,5
2123227,164720,6
2123227,164720,7
2123227,164720,8
2123228,164720,0
2123229,164720,0
2123229,164720,1
2123229,164720,2
2123229,164720,3
2123229,164720,4
2123229,164720,5
2123229,164720,6
2123229,164720,7
2123229,164720,8
2123229,164720,9
2123229,164720,10
2123229,164720,11
2123230,164720,0
2123230,164720,1
2123230,164720,2
2123230,164720,3
2123230,164720,4
2123230,164720,5
2123230,164720,6
2123230,164720,7
2123230,164720,8
2123230,164720,9
2123230,164720,10
2123231,164720,0
2123231,164720,1
2123231,164720,2
2123231,164720,3
2123232,164720,0
2123232,164720,1
2123233,164720,0
2123233,164720,1
2123233,164720,2
2123233,164720,3
2123233,164720,4
2123233,164720,5
2123233,164720,6
2123233,164720,7
2123233,164720,8
2123234,164720,0
2123234,164720,1
2123234,164720,2
2123234,164720,3
2123234,164720,4
2123234,164720,5
2123234,164720,6
2123234,164720,7
2123234,164720,8
2123234,164720,9
2123235,164720,0
2123235,164720,1
2123235,164720,2
2123235,164720,3
2123235,164720,4
2123235,164720,5
2123235,164720,6
2123235,164720,7
2123235,164720,8
2123236,164720,0
2123236,164720,1
2123236,164720,2
2123236,164720,3
2123236,164720,4
2123236,164720,5
2123236,164720,6
2123236,164720,7
2123236,164720,8
2123237,164720,0
2123237,164720,1
2123237,164720,2
2123237,164720,3
2123237,164720,4
2123237,164720,5
2123237,164720,6
2123237,164720,7
2123237,164720,8
2123239,164720,0
2123239,164720,1
2123239,164720,2
2123239,164720,3
2123239,164720,4
2123239,164720,5
2123239,164720,6
2123239,164720,7
2123239,164720,8
2123239,164720,9
2123240,164720,0
2123240,164720,1
2123240,164720,2
2123240,164720,3
2123240,164720,4
2123240,164720,5
2123240,164720,6
2123240,164720,7
2123240,164720,8
2123241,164720,0
2123241,164720,1
2123241,164720,2
2123241,164720,3
2123241,164720,4
2123241,164720,5
2123241,164720,6
2123241,164720,7
2123242,164720,0
2123242,164720,1
2123242,164720,2
2123242,164720,3
2123242,164720,4
2123243,164720,0
2123243,164720,1
2123244,164720,0
2123244,164720,1
2123244,164720,2
2123244,164720,3
2123244,164720,4
2123244,164720,5
2123244,164720,6
2123244,164720,7
2123244,164720,8
2123244,164720,9
2123244,164720,10
2123244,164720,11
2123245,164720,0
2123245,164720,1
2123245,164720,2
2123245,164720,3
2123245,164720,4
2123245,164720,5
2123245,164720,6
2123245,164720,7
2123245,164720,8
2123245,164720,9
2123246,164720,0
2123246,164720,1
2123246,164720,2
2123246,164720,3
2123246,164720,4
2123246,164720,5
2123246,164720,6
2123246,164720,7
2123246,164720,8
2123246,164720,9
2123247,164720,0
2123247,164720,1
2123247,164720,2
2123247,164720,3
2123247,164720,4
2123247,164720,5
2123247,164720,6
2123247,164720,7
2123247,164720,8
2123247,164720,9
2123248,164720,0
2123248,164720,1
2123248,164720,2
2123248,164720,3
2123248,164720,4
2123248,164720,5
2123248,164720,6
2123248,164720,7
2123248,164720,8
2123248,164720,9
2123248,164720,10
2123248,164720,11
2123249,164720,0
2123249,164720,1
2123249,164720,2
2123249,164720,3
2123249,164720,4
2123249,164720,5
2123249,164720,6
2123249,164720,7
2123249,164720,8
2123249,164720,9
2123250,164720,0
2123250,164720,1
2123250,164720,2
2123250,164720,3
2123250,164720,4
2123250,164720,5
2123250,164720,6
2123250,164720,7
2123250,164720,8
2123250,164720,9
2123250,164720,10
2123251,164720,0
2123251,164720,1
2123251,164720,2
2123251,164720,3
2123251,164720,4
2123251,164720,5
2123251,164720,6
2123251,164720,7
2123251,164720,8
2123251,164720,9
2123251,164720,10
2123252,164720,0
2123252,164720,1
2123252,164720,2
2123252,164720,3
2123252,164720,4
2123252,164720,5
2123252,164720,6
2123252,164720,7
2123252,164720,8
2123252,164720,9
2123252,164720,10
2123253,164720,0
2123253,164720,1
2123253,164720,2
2123253,164720,3
2123253,164720,4
2123253,164720,5
2123253,164720,6
2123253,164720,7
2123253,164720,8
2123253,164720,9
2123253,164720,10
2123254,164720,0
2123254,164720,1
2123254,164720,2
2123254,164720,3
2123254,164720,4
2123254,164720,5
2123254,164720,6
2123254,164720,7
2123254,164720,8
2123254,164720,9
2123254,164720,10
2123255,164720,0
2123255,164720,1
2123255,164720,2
2123255,164720,3
2123255,164720,4
2123255,164720,5
2123255,164720,6
2123255,164720,7
2123255,164720,8
2123255,164720,9
2123255,164720,10
2123256,164720,0
2123256,164720,1
2123256,164720,2
2123256,164720,3
2123256,164720,4
2123256,164720,5
2123256,164720,6
2123256,164720,7
2123256,164720,8
2123256,164720,9
2123256,164720,10
2123257,164720,0
2123257,164720,1
2123257,164720,2
2123257,164720,3
2123257,164720,4
2123257,164720,5
2123257,164720,6
2123257,164720,7
2123257,164720,8
2123257,164720,9
2123257,164720,10
2123258,164720,0
2123258,164720,1
2123258,164720,2
2123258,164720,3
2123258,164720,4
2123258,164720,5
2123258,164720,6
2123258,164720,7
2123258,164720,8
2123258,164720,9
2123258,164720,10
2123259,164720,0
2123259,164720,1
2123259,164720,2
2123259,164720,3
2123259,164720,4
2123259,164720,5
2123259,164720,6
2123259,164720,7
2123259,164720,8
2123259,164720,9
2123259,164720,10
2123260,164720,0
2123260,164720,1
2123260,164720,2
2123260,164720,3
2123260,164720,4
2123260,164720,5
2123260,164720,6
2123260,164720,7
2123260,164720,8
2123260,164720,9
2123260,164720,10
2123261,164720,0
2123261,164720,1
2123261,164720,2
2123261,164720,3
2123261,164720,4
2123261,164720,5
2123261,164720,6
2123261,164720,7
2123261,164720,8
2123261,164720,9
2123261,164720,10
2123262,164720,0
2123262,164720,1
2123262,164720,2
2123262,164720,3
2123262,164720,4
2123262,164720,5
2123262,164720,6
2123262,164720,7
2123262,164720,8
2123262,164720,9
2123262,164720,10
2123262,164720,11
2123263,164720,0
2123263,164720,1
2123263,164720,2
2123263,164720,3
2123263,164720,4
2123263,164720,5
2123263,164720,6
2123263,164720,7
2123263,164720,8
2123263,164720,9
2123263,164720,10
2123263,164720,11
2123264,164720,0
2123264,164720,1
2123264,164720,2
2123264,164720,3
2123264,164720,4
2123264,164720,5
2123264,164720,6
2123264,164720,7
2123264,164720,8
2123264,164720,9
2123265,164720,0
2123265,164720,1
2123265,164720,2
2123265,164720,3
2123265,164720,4
2123265,164720,5
2123265,164720,6
2123265,164720,7
2123265,164720,8
2123266,164720,0
2123266,164720,1
2123266,164720,2
2123266,164720,3
2123266,164720,4
2123266,164720,5
2123266,164720,6
2123266,164720,7
2123266,164720,8
2123266,164720,9
2123266,164720,10
2123267,164720,0
2123267,164720,1
2123267,164720,2
2123267,164720,3
2123267,164720,4
2123267,164720,5
2123267,164720,6
2123267,164720,7
2123267,164720,8
2123267,164720,9
2123268,164720,0
2123268,164720,1
2123268,164720,2
2123268,164720,3
2123268,164720,4
2123268,164720,5
2123268,164720,6
2123268,164720,7
2123268,164720,8
2123269,164720,0
2123270,164720,0
2123270,164720,1
2123270,164720,2
2123270,164720,3
2123270,164720,4
2123270,164720,5
2123270,164720,6
2123270,164720,7
2123270,164720,8
2123270,164720,9
2123270,164720,10
2123971,164720,0
2123971,164720,1
2123971,164720,2
2123971,164720,3
2123971,164720,4
2123971,164720,5
2123971,164720,6
2123971,164720,7
2123971,164720,8
2123971,164720,9
2123971,164720,10
2123972,164720,0
2123972,164720,1
2123972,164720,2
2123972,164720,3
2123972,164720,4
2123972,164720,5
2123972,164720,6
2123972,164720,7
2123972,164720,8
2123972,164720,9
2123972,164720,10
2123972,164720,11
2123973,164720,0
2123973,164720,1
2123973,164720,2
2123973,164720,3
2123973,164720,4
2123973,164720,5
2123973,164720,6
2123973,164720,7
2123973,164720,8
2123974,164720,0
2123974,164720,1
2123974,164720,2
2123974,164720,3
2123974,164720,4
2123974,164720,5
2123974,164720,6
2123974,164720,7
2123974,164720,8
2123974,164720,9
2123974,164720,10
2123975,164720,0
2123975,164720,1
2123975,164720,2
2123975,164720,3
2123975,164720,4
2123975,164720,5
2123975,164720,6
2123975,164720,7
2123975,164720,8
2123975,164720,9
2123976,164720,0
2123976,164720,1
2123976,164720,2
2123976,164720,3
2123977,164720,0
2123977,164720,1
2123977,164720,2
2123977,164720,3
2123977,164720,4
2123977,164720,5
2123978,164720,0
2123978,164720,1
2123978,164720,2
2123978,164720,3
2123978,164720,4
2123978,164720,5
2123978,164720,6
2123979,164720,0
2123979,164720,1
2123979,164720,2
2123979,164720,3
2123979,164720,4
2123980,164720,0
2123980,164720,1
2123980,164720,2
2123980,164720,3
2123980,164720,4
2123980,164720,5
2123981,164720,0
2123981,164720,1
2123981,164720,2
2123981,164720,3
2123981,164720,4
2123981,164720,5
2123982,164720,0
2123982,164720,1
2123982,164720,2
2123982,164720,3
2123982,164720,4
2123982,164720,5
2123982,164720,6
2123982,164720,7
2123982,164720,8
2123982,164720,9
2123983,164720,0
2123983,164720,1
2123983,164720,2
2123983,164720,3
2123983,164720,4
2123983,164720,5
2123983,164720,6
2123983,164720,7
2123984,164720,0
2123985,164720,0
2123985,164720,1
2123985,164720,2
2123985,164720,3
2123985,164720,4
2123985,164720,5
2123985,164720,6
2123986,164720,0
2123986,164720,1
2123986,164720,2
2123986,164720,3
2123986,164720,4
2123986,164720,5
2123986,164720,6
2123986,164720,7
2123986,164720,8
2123987,164720,0
2123987,164720,1
2123987,164720,2
2123987,164720,3
2123987,164720,4
2123987,164720,5
2123987,164720,6
2123987,164720,7
2123987,164720,8
2123987,164720,9
2123988,164720,0
2123988,164720,1
2123988,164720,2
2123988,164720,3
2123988,164720,4
2123988,164720,5
2123988,164720,6
2123988,164720,7
2123988,164720,8
2123989,164720,0
2123989,164720,1
2123989,164720,2
2123989,164720,3
2123989,164720,4
2123989,164720,5
2123989,164720,6
2123989,164720,7
2123989,164720,8
2123990,164720,0
2123990,164720,1
2123990,164720,2
2123990,164720,3
2123990,164720,4
2123990,164720,5
2123990,164720,6
2123990,164720,7
2123990,164720,8
2123991,164720,0
2123991,164720,1
2123991,164720,2
2123991,164720,3
2123991,164720,4
2123991,164720,5
2123991,164720,6
2123991,164720,7
2123991,164720,8
2123992,164720,0
2123992,164720,1
2123992,164720,2
2123992,164720,3
2123992,164720,4
2123992,164720,5
2123992,164720,6
2123992,164720,7
2123992,164720,8
2123993,164720,0
2123993,164720,1
2123993,164720,2
2123993,164720,3
2123993,164720,4
2123993,164720,5
2123993,164720,6
2123993,164720,7
2133296,164720,0
2133296,164720,1
2157713,164720,0
2157713,164720,1
2157714,164720,0
2157714,164720,1
2157715,164720,0
2157715,164720,1
2157716,164720,0
2157716,164720,1
2157717,164720,0
2157717,164720,1
2157718,164720,0
2157718,164720,1
2157719,164720,0
2157719,164720,1
2157720,164720,0
2157720,164720,1
2157721,164720,0
2157721,164720,1
2157722,164720,0
2157722,164720,1
2157723,164720,0
2157723,164720,1
2157724,164720,0
2157724,164720,1
2157725,164720,0
2157725,164720,1
2157726,164720,0
2157726,164720,1
2157727,164720,0
2157727,164720,1
2157728,164720,0
2157728,164720,1
2157729,164720,0
2157729,164720,1
2157730,164720,0
2157730,164720,1
2157731,164720,0
2157731,164720,1
2157732,164720,0
2157732,164720,1
2157733,164720,0
2157733,164720,1
2157734,164720,0
2157734,164720,1
2157735,164720,0
2157735,164720,1
2157736,164720,0
2157736,164720,1
2157737,164720,0
2157737,164720,1
2157738,164720,0
2157738,164720,1
2157739,164720,0
2157739,164720,1
2157740,164720,0
2157740,164720,1
2157741,164720,0
2157741,164720,1
2157742,164720,0
2157742,164720,1
2157743,164720,0
2157743,164720,1
2157744,164720,0
2157744,164720,1
2157745,164720,0
2157745,164720,1
2157746,164720,0
2157746,164720,1
2157747,164720,0
2157747,164720,1
2157748,164720,0
2157748,164720,1
2157749,164720,0
2157749,164720,1
2157750,164720,0
2157750,164720,1
2157751,164720,0
2157751,164720,1
2157752,164720,0
2157752,164720,1
2157753,164720,0
2157753,164720,1
2157754,164720,0
2157754,164720,1
2157755,164720,0
2157755,164720,1
2157756,164720,0
2157756,164720,1
2157757,164720,0
2157757,164720,1
2157758,164720,0
2157758,164720,1
2157759,164720,0
2157759,164720,1
2157760,164720,0
2157760,164720,1
2157761,164720,0
2157761,164720,1
2157762,164720,0
2157762,164720,1
2157763,164720,0
2157763,164720,1
2157764,164720,0
2157764,164720,1
2157765,164720,0
2157765,164720,1
2157766,164720,0
2157766,164720,1
2157767,164720,0
2157767,164720,1
2157768,164720,0
2157768,164720,1
2157769,164720,0
2157769,164720,1
2157770,164720,0
2157770,164720,1
2157771,164720,0
2157771,164720,1
2157772,164720,0
2157772,164720,1
2157773,164720,0
2157773,164720,1
2157774,164720,0
2157774,164720,1
2157775,164720,0
2157775,164720,1
2157776,164720,0
2157776,164720,1
2157777,164720,0
2157777,164720,1
2157778,164720,0
2157778,164720,1
2157779,164720,0
2157779,164720,1
2157780,164720,0
2157780,164720,1
2157781,164720,0
2157781,164720,1
2157782,164720,0
2157782,164720,1
2157783,164720,0
2157783,164720,1
2157784,164720,0
2157784,164720,1
2157785,164720,0
2157785,164720,1
2157786,164720,0
2157786,164720,1
2157787,164720,0
2157787,164720,1
2157788,164720,0
2157788,164720,1
2157789,164720,0
2157789,164720,1
2157790,164720,0
2157790,164720,1
2157791,164720,0
2157791,164720,1
2157792,164720,0
2157792,164720,1
2157793,164720,0
2157793,164720,1
2157794,164720,0
2157794,164720,1
2157795,164720,0
2157795,164720,1
2157796,164720,0
2157796,164720,1
2157797,164720,0
2157797,164720,1
2157798,164720,0
2157798,164720,1
2157799,164720,0
2157799,164720,1
2157800,164720,0
2157800,164720,1
2157801,164720,0
2157801,164720,1
2157803,164720,0
2157803,164720,1
2157805,164720,0
2157805,164720,1
2157806,164720,0
2157806,164720,1
2157807,164720,0
2157807,164720,1
2157808,164720,0
2157808,164720,1
2157809,164720,0
2157809,164720,1
2157811,164720,0
2157811,164720,1
2157812,164720,0
2157812,164720,1
2157913,164720,0
2157913,164720,1
2157914,164720,0
2157914,164720,1
2157915,164720,0
2157915,164720,1
2157916,164720,0
2157916,164720,1
2157917,164720,0
2157917,164720,1
2157918,164720,0
2157918,164720,1
2157919,164720,0
2157919,164720,1
2157920,164720,0
2157920,164720,1
2157921,164720,0
2157921,164720,1
2157922,164720,0
2157922,164720,1
2157923,164720,0
2157923,164720,1
2157924,164720,0
2157924,164720,1
2157925,164720,0
2157925,164720,1
2157926,164720,0
2157926,164720,1
2157927,164720,0
2157927,164720,1
2157928,164720,0
2157928,164720,1
2157929,164720,0
2157929,164720,1
2157930,164720,0
2157930,164720,1
2157931,164720,0
2157931,164720,1
2157932,164720,0
2157932,164720,1
2157933,164720,0
